grade	courseName	topic	clusterKey	clusterLabel	primaryBenchmark	CCSS	MN07	MN22	TEKS	dokLevel	problemIndex	stem	answer	hint
1	Grade 1	addition and subtraction	addition_subtraction_1	Addition & Subtraction	1.1.2.1	1.OA.A.1; 1.OA.A.2; 1.OA.B.3; 1.OA.C.5; 1.OA.C.6	1.1.2.1; 1.1.2.2; 1.1.2.3	1.N.2.1; 1.N.2.2; 1.N.2.3	1.3A; 1.3B; 1.3C; 1.3D; 1.3E	DOK2	2	Fatima had 12 mittens. She lost 4 mittens in the snow. How many mittens does she have now? Use blocks or draw to show.	8 mittens	Start with 12. Take away 4. Count what's left. Or: 4 + ? = 12.
1	Grade 1	addition and subtraction	addition_subtraction_1	Addition & Subtraction	1.1.2.1	1.OA.A.1; 1.OA.A.2; 1.OA.B.3; 1.OA.C.5; 1.OA.C.6	1.1.2.1; 1.1.2.2; 1.1.2.3	1.N.2.1; 1.N.2.2; 1.N.2.3	1.3A; 1.3B; 1.3C; 1.3D; 1.3E	DOK2	3	Jaylen has 7 toy ducks. Sofia gives him 5 more ducks. How many ducks does he have now? Draw a picture or use a ten-frame.	12 ducks	7 + 5. Try making a ten: 7 + 3 = 10, then 10 + 2 = 12.
1	Grade 1	addition and subtraction	addition_subtraction_1	Addition & Subtraction	1.1.2.1	1.OA.A.1; 1.OA.A.2; 1.OA.B.3; 1.OA.C.5; 1.OA.C.6	1.1.2.1; 1.1.2.2; 1.1.2.3	1.N.2.1; 1.N.2.2; 1.N.2.3	1.3A; 1.3B; 1.3C; 1.3D; 1.3E	DOK2	4	Use a number line to solve: 14 - 6. Start at 14 and count back. Where do you land?	8	Make jumps backward from 14: 13, 12, 11, 10, 9, 8.
1	Grade 1	addition and subtraction	addition_subtraction_1	Addition & Subtraction	1.1.2.1	1.OA.A.1; 1.OA.A.2; 1.OA.B.3; 1.OA.C.5; 1.OA.C.6	1.1.2.1; 1.1.2.2; 1.1.2.3	1.N.2.1; 1.N.2.2; 1.N.2.3	1.3A; 1.3B; 1.3C; 1.3D; 1.3E	DOK2	5	Show 8 + 4 using a ten-frame. Make a ten first. How many more after the ten?	10 + 2 = 12. The ten-frame is full (10), with 2 more in the second frame.	Fill the first frame to 10 (you need 2 more circles in frame 1). Count what's left in frame 2.
1	Grade 1	addition and subtraction	addition_subtraction_1	Addition & Subtraction	1.1.2.1	1.OA.A.1; 1.OA.A.2; 1.OA.B.3; 1.OA.C.5; 1.OA.C.6	1.1.2.1; 1.1.2.2; 1.1.2.3	1.N.2.1; 1.N.2.2; 1.N.2.3	1.3A; 1.3B; 1.3C; 1.3D; 1.3E	DOK2	6	Diego went to the fair. He won 9 tickets at one game and 6 tickets at another. How many tickets did he win? Show with a number sentence.	15 tickets. 9 + 6 = 15.	9 + 6. Can you make a ten? 9 + 1 = 10, then add 5 more.
1	Grade 1	addition and subtraction	addition_subtraction_1	Addition & Subtraction	1.1.2.1	1.OA.A.1; 1.OA.A.2; 1.OA.B.3; 1.OA.C.5; 1.OA.C.6	1.1.2.1; 1.1.2.2; 1.1.2.3	1.N.2.1; 1.N.2.2; 1.N.2.3	1.3A; 1.3B; 1.3C; 1.3D; 1.3E	DOK2	7	Write a number sentence (with + or -) for this story: Lily had 11 stickers. She gave 3 to a friend. How many does she have left?	11 - 3 = 8	Did she get more stickers or lose some? Use + or -?
1	Grade 1	addition and subtraction	addition_subtraction_1	Addition & Subtraction	1.1.2.1	1.OA.A.1; 1.OA.A.2; 1.OA.B.3; 1.OA.C.5; 1.OA.C.6	1.1.2.1; 1.1.2.2; 1.1.2.3	1.N.2.1; 1.N.2.2; 1.N.2.3	1.3A; 1.3B; 1.3C; 1.3D; 1.3E	DOK3	1	Omar found 8 🔵 blue pebbles and some 🟡 yellow pebbles. He has 15 altogether. How many yellow pebbles? Explain how you know.	7 yellow pebbles. 8 + 7 = 15. I used a ten-frame or thought: 8 + 2 = 10, then 10 + 5 = 15, so I need 7 more.	You know the total (15) and one part (8). Find the missing part. 8 + ? = 15.
1	Grade 1	addition and subtraction	addition_subtraction_1	Addition & Subtraction	1.1.2.1	1.OA.A.1; 1.OA.A.2; 1.OA.B.3; 1.OA.C.5; 1.OA.C.6	1.1.2.1; 1.1.2.2; 1.1.2.3	1.N.2.1; 1.N.2.2; 1.N.2.3	1.3A; 1.3B; 1.3C; 1.3D; 1.3E	DOK3	2	Show 6 + 7 in two different ways using blocks or drawings. Explain why both ways equal 13.	Way 1: 6 ones + 7 ones = 13 ones. Way 2: 6 + 4 = 10, then 10 + 3 = 13 (making a ten). Both equal 13 because we're adding the same numbers, just grouped differently.	Try the make-a-ten strategy for one way. What's another way to show 6 + 7?
1	Grade 1	addition and subtraction	addition_subtraction_1	Addition & Subtraction	1.1.2.1	1.OA.A.1; 1.OA.A.2; 1.OA.B.3; 1.OA.C.5; 1.OA.C.6	1.1.2.1; 1.1.2.2; 1.1.2.3	1.N.2.1; 1.N.2.2; 1.N.2.3	1.3A; 1.3B; 1.3C; 1.3D; 1.3E	DOK3	3	Make a fact family with 5, 6, and 11. Write all four number sentences. Explain how addition and subtraction are related.	5 + 6 = 11, 6 + 5 = 11, 11 - 5 = 6, 11 - 6 = 5. Addition and subtraction are opposites. If you know one, you know the others.	Use blocks to show 11. Take away 5. What's left? Try the other way too.
1	Grade 1	addition and subtraction	addition_subtraction_1	Addition & Subtraction	1.1.2.1	1.OA.A.1; 1.OA.A.2; 1.OA.B.3; 1.OA.C.5; 1.OA.C.6	1.1.2.1; 1.1.2.2; 1.1.2.3	1.N.2.1; 1.N.2.2; 1.N.2.3	1.3A; 1.3B; 1.3C; 1.3D; 1.3E	DOK3	4	Kenji caught 9 loons on Lake Mille Lacs and Amir caught 8 loons. How many loons altogether? Show with a number line and write the number sentence.	17 loons. 9 + 8 = 17. Number line: start at 9, jump 8 times to land on 17. OR 9 + 1 = 10, 10 + 7 = 17.	Try making a ten to make it easier.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK1	1	Touch or show a cube. How many faces (flat sides) does it have? Count them.	6 faces	A cube is like a die. Feel or count each flat side.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK1	2	Maya draws a triangle. How many sides and how many corners does it have?	3 sides and 3 corners	Count each edge and each point.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK1	3	Is a circle a 2D shape or a 3D shape? Why?	2D shape. It's flat (it has only length and width, not height).	Can you hold a circle in your hand like you can a ball? A circle is just flat.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK1	4	Draw a square and a rectangle. Label the sides. How many sides does each have?	Both have 4 sides. A square: all sides are equal. A rectangle: 2 longer sides and 2 shorter sides.	Count the sides carefully. Look at the side lengths.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK1	5	Look at a brick or can (cylinder). Is it 2D or 3D? How do you know?	3D. You can hold it. It has length, width, and height (thickness).	Can you touch it and it feel thick? Then it's 3D.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK1	6	Which shape has 8 corners? Circle, cube, or triangle?	Cube	Touch or look at each shape. Count the pointy corners.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK2	1	Priya has 4 square tiles. She arranges them in a 2 × 2 pattern. What shape does she make? Can she rearrange them to make a different shape?	She makes a bigger square. She can rearrange them in a line to make a rectangle (4 × 1).	Try arranging 4 tiles in different ways. What shapes can you make?
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK2	2	Draw a rectangle and divide it into 2 equal parts. Color one part. What fraction is colored?	1/2 (one half)	Two equal parts means each part is a half of the whole.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK2	3	Amir uses pattern blocks: 🟡 (hexagon), 🔵 (triangle), 🟢 (trapezoid). He makes a pattern: 🟡, 🔵, 🟢, 🟡, 🔵, 🟢. Draw what comes next.	🟡 comes next (a hexagon). The pattern repeats.	Look at what repeats. What's the rule?
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK2	4	Draw a circle and divide it into 4 equal parts (like a pie). Shade 2 parts. What fraction is shaded?	2/4 or 1/2	Four equal parts means each small part is 1/4. If you shade 2, that's 2/4.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK2	5	Sofia sorts shapes by attributes. She finds: all shapes with 4 sides. Which shapes does she pick? Draw them.	Squares and rectangles (and other quadrilaterals like parallelograms or trapezoids if shown).	Count the sides. Which shapes have exactly 4?
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK2	6	A cylinder and a cone. How are they alike? How are they different?	Alike: Both have a circular base. Different: A cylinder has 2 flat circular faces and 1 curved surface; a cone has 1 pointed tip and 1 flat circular base.	Compare: Do they have corners? Curves? Flat or pointy tops?
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK3	1	Fatima uses 🟢 triangles to build a snowflake pattern. She starts with 1 triangle, then adds 3 more around it. Draw and explain the pattern. What if she adds another layer?	A snowflake-like shape with triangles arranged symmetrically. Another layer would have more triangles around the outside.	Think about how snowflakes look. Arrange shapes to make a symmetric pattern.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK3	2	Diego draws 2 shapes. One has 4 sides and one has 3 sides. He says the 4-sided shape is always bigger. Is he right? Explain.	No, he's not right. A small square (4 sides) could be smaller than a huge triangle (3 sides). Number of sides doesn't tell you size.	Draw a tiny square and a huge triangle. Compare their sizes.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK3	3	Omar is building shapes with craft sticks. He wants to make a shape with 4 equal sides. Which shape is it? Draw and explain why it works.	A square. All 4 sides must be the same length, so it's a square (not just any rectangle).	If all sides are equal, what shape do you get? Think about what makes a square special.
1	Grade 1	shapes and geometry	geometry_1	Shapes & Geometry	1.3.1.1	1.G.A.1; 1.G.A.2; 1.G.A.3	1.3.1.1; 1.3.1.2	1.GM.1.1; 1.GM.1.2	1.7A; 1.7B	DOK3	4	Lily divides a square in half 3 different ways. Draw each way. Which way gives you two congruent (same-sized) parts?	All three ways divide it in half, but drawing a line straight across (horizontally or vertically) gives congruent rectangles. A diagonal also gives congruent triangles.	Use a ruler. Try cutting horizontally, vertically, and diagonally. Which cut gives equal parts?
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK1	1	Use paper clips to measure a pencil. How many paper clips long is it?	Answers will vary (typically 6–8 paper clips), depending on pencil size.	Line up paper clips end-to-end next to the pencil. Count them.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK1	2	Look at a clock that shows 2:00. Where is the short hand (hour hand) pointing?	At the 2	The short hand points to the hour.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK1	3	Kenji is standing in the snow. He measures his height using his snow shovels lined up. He counts 5 shovels. How long is that?	5 shovels long (the actual length depends on shovel size).	Line up the shovels from his feet to his head. Count each one.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK1	4	Draw a ruler. Mark the length of a small block in inches (or centimeters).	A drawing showing a block aligned with a ruler, measuring 2–3 inches (or 5–8 cm), depending on the block.	Line up the block with the ruler's left edge. See where it ends.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK1	5	Look at two pencils. One is long, one is short. Which is longer? How do you know?	Compare by placing them side by side. The longer one extends farther.	Line them up at the same starting point. See which one goes farther.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK1	6	A clock shows 10:00. What time is it?	10 o'clock	The short hand points to the hour. The long hand points to 12.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK2	1	Priya measures three ribbons with blocks. Red: 8 blocks, Blue: 5 blocks, Green: 12 blocks. Which is longest? Put them in order from shortest to longest.	Shortest to longest: Blue (5), Red (8), Green (12).	Compare the numbers. Bigger number = longer ribbon.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK2	2	A clock shows 3:00. What time will it be in one hour? Draw the clock hands.	4:00. The short hand moves to the 4.	One hour means the short hand moves to the next number.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK2	3	At the Minnesota State Fair, Sofia's rope is 20 inches long. Maya's rope is 15 inches long. How much longer is Sofia's rope?	5 inches longer. 20 - 15 = 5.	Subtract the shorter length from the longer length.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK2	4	Order these times from earliest to latest: 7:00, 12:00, 3:00, 1:00.	7:00, 1:00, 3:00, 12:00	Think about when these times happen during the day.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK2	5	Amir measures his desk using hand spans. It takes 8 hand spans. Kenji measures with larger blocks. It takes 6 blocks. Who is using smaller units? Why?	Amir (hand spans are smaller). It takes more small units to measure the same desk.	Smaller units means you need more of them. Bigger units means fewer of them.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK2	6	It is 5:30 (half past 5). What time will it be in 30 minutes? Draw the clock.	6:00. The short hand moves to the 6.	30 minutes is half an hour. The short hand moves to the next number.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK3	1	Fatima wants to measure the length of the classroom. She can use her steps, paper clips, or rulers. Which tool is best for this job? Why? What would happen if she used paper clips?	Steps or rulers are best. Paper clips would work but you'd need hundreds of them, which is slow and hard. Steps are faster, or a ruler (meter stick) is more precise.	Think about what's practical. Does size matter? Do you want a fast answer or exact measurement?
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK3	2	Create a morning schedule for apple picking at the orchard. Start at 8:00. Include 3 activities: picking apples (1 hour), snack break (30 minutes), and packing apples (1 hour). What time do you finish?	8:00 Start picking (ends at 9:00), 9:00 Snack break (ends at 9:30), 9:30 Packing (ends at 10:30). Finish at 10:30.	Add up the time for each activity. Keep track of when each one starts and ends.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK3	3	Diego is at Lake Mille Lacs ice fishing. He arrives at 11:00 AM and fishes for 3 hours. What time does he leave? Explain using a number line or clock.	2:00 PM. Starting at 11:00, add 3 hours: 12:00, 1:00, 2:00.	Use a number line and make jumps of 1 hour each. Or move the clock hand forward.
1	Grade 1	measurement and time	measurement_1	Measurement & Time	1.4.1.1	1.MD.A.1; 1.MD.B.3	1.4.1.1; 1.4.1.2	1.GM.2.1	1.6A; 1.6B	DOK3	4	Lily measures a string three ways: 10 blocks, 20 paper clips, or 30 centimeters. Why are the numbers different if it's the same string?	Different units have different sizes. Blocks are larger, so fewer fit. Paper clips are smaller, so more fit. Centimeters are a standard size. The string is the same length; we're just counting different units.	Think about unit size. Bigger units = smaller count. Smaller units = bigger count.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK1	1	Maya takes a survey: What's your favorite loon call? She makes tally marks: ||||  = 5 students. Count the tallies and write the number.	5	Count by fives: Every group of 4 marks with a line through them = 5.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK1	2	Kenji organized snow shovels by size: Small: 3, Medium: 6, Large: 2. Make tally marks for each group.	Small: |||  Medium: ||||  |  Large: ||	One tally mark per item. Group them in sets of 5.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK1	3	Look at a bar graph showing favorite apples: Red: 7, Green: 4, Yellow: 5. Which type had the most votes?	Red apples (7 votes)	Find the tallest bar.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK1	4	Make a tally chart: Ask 6 friends their favorite shape (circle, square, or triangle). Record with tally marks.	Answers will vary. Example: Circle: ||  Square: |||  Triangle: |	Ask each person once. Make one mark per answer.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK1	5	A graph shows favorite toys: Blocks: ⬜⬜⬜, Dolls: ⬜⬜, Cars: ⬜⬜⬜⬜. How many kids like cars?	4 kids	Count the squares (or whatever symbols) for cars.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK1	6	Priya made a tally chart of favorite snacks. Apples: 4, Crackers: 3, Cheese: 5. Which snack has the fewest votes?	Crackers (3 votes)	Which number is smallest?
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK2	1	Amir surveyed his class: What's your favorite winter activity? (Sledding, ice skating, snow fort building). Make a tally chart with the results from 10 classmates.	Answers vary. Example: Sledding: ||||  Ice Skating: |||  Snow Fort: ||	Ask 10 people. Make a tally mark for each answer.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK2	2	A bar graph shows student favorite seasons: Spring: 5, Summer: 8, Fall: 6, Winter: 4. How many more students like summer than winter?	4 more students. 8 - 4 = 4.	Subtract: summer number minus winter number.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK2	3	Fatima collected data about favorite loons from 12 kids. She made this tally: ||||  ||||  ||  = 12. Create a bar graph to show this data.	A bar graph with one bar showing height of 12, labeled with the data.	Draw a bar for each category, with height matching the tally count.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK2	4	Sofia surveyed 10 kids about favorite hot dishes. Her tally chart shows: Tater Tot: ||||  |, Hot Dish 2: |||  , Hot Dish 3: ||. How many voted for Tater Tot?	6 kids (the 4 + diagonal line + 1 mark = 5 + 1 = 6, OR count the tallies: 6).	The diagonal line means 5 tallies. Count the remaining marks and add.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK2	5	Jaylen made a tally chart of favorite animals: Dogs: 7, Cats: 5, Loons: 8. Which animal is most popular?	Loons (8 votes)	Which number is biggest?
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK2	6	Create a picture graph using symbols (e.g., 🟢 for 1 vote each). Show: Apples: 4, Oranges: 3, Bananas: 5. How many more votes did bananas get than apples?	1 more vote. 5 - 4 = 1.	Draw circles or shapes for each vote. Count and subtract.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK3	1	Omar surveyed 15 kids: What's your favorite state fair food? He collected this data: Hot dog: 6, Corn dog: 5, Candy apple: 4. Make a bar graph. What does the graph tell you?	A bar graph showing three bars (heights 6, 5, 4). The graph shows that hot dogs are most popular, and candy apples are least popular among these three choices.	Draw bars with heights matching the data. Look at which bar is tallest and shortest.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK3	2	Lily asked 12 classmates: Do you like ice fishing (yes or no)? Results: Yes: 8, No: 4. Create two different types of graphs (bar graph and tally chart). Which graph is easier to read? Why?	A bar graph (with two bars, heights 8 and 4) and a tally chart (Yes: ||||  |||  No: ||||). A bar graph is often easier to compare quickly.	Make both types. Compare them. Which one lets you see the difference quickly?
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK3	3	Diego collected data about apple varieties at the orchard: Red apples: 12, Green apples: 9, Yellow apples: 6. Use the data to answer: How many more red apples than green? How many fewer yellow than red? Write number sentences.	Red minus green: 12 - 9 = 3. Red minus yellow: 12 - 6 = 6.	Use subtraction. Compare each pair.
1	Grade 1	data and graphs	data_1	Data & Graphs	1.4.2.1	1.MD.C.4	1.4.2.1	1.DP.1.1	1.8A; 1.8B; 1.8C	DOK3	4	Maya surveyed 11 students about loon species seen on Lake Mille Lacs: Common loon: 7, Red-throated loon: 3, Other: 1. Make a graph and write two questions someone could ask about your data.	A bar or tally graph. Questions: 'How many more kids saw common loons than red-throated loons?' (7 - 3 = 4) or 'Which loon species was seen by the fewest kids?' (Other, 1 kid).	Graph your data first. Then look at it and think about interesting questions.
2	Grade 2	place value to 1000	place_value_2	Place Value to 1000	2.1.1.1	2.NBT.A.1; 2.NBT.A.2; 2.NBT.A.3; 2.NBT.A.4	2.1.1.1; 2.1.1.2; 2.1.1.3	2.N.1.1; 2.N.1.2; 2.N.1.3	2.2A; 2.2B; 2.2C; 2.2D; 2.2E	DOK1	1	Kenji uses base-ten blocks to show 234. He uses 2 hundreds flats, 3 tens rods, and 4 ones cubes. What number does he make?	234	Count the hundreds flats first, then the tens rods, then the ones cubes.
2	Grade 2	place value to 1000	place_value_2	Place Value to 1000	2.1.1.1	2.NBT.A.1; 2.NBT.A.2; 2.NBT.A.3; 2.NBT.A.4	2.1.1.1; 2.1.1.2; 2.1.1.3	2.N.1.1; 2.N.1.2; 2.N.1.3	2.2A; 2.2B; 2.2C; 2.2D; 2.2E	DOK1	2	Sofia's art class collected 156 paintbrushes. Draw or describe this number using hundreds, tens, and ones.	1 hundred flat, 5 tens rods, 6 ones cubes	Think about how many complete groups of 100, 10, and 1 you need.
2	Grade 2	place value to 1000	place_value_2	Place Value to 1000	2.1.1.1	2.NBT.A.1; 2.NBT.A.2; 2.NBT.A.3; 2.NBT.A.4	2.1.1.1; 2.1.1.2; 2.1.1.3	2.N.1.1; 2.N.1.2; 2.N.1.3	2.2A; 2.2B; 2.2C; 2.2D; 2.2E	DOK1	3	At a community garden, Jaylen planted seeds in rows. He planted 3 groups of 100 seeds, 2 groups of 10 seeds, and 5 single seeds. How many seeds did he plant?	325 seeds	Start with the biggest groups (hundreds), then tens, then ones.
2	Grade 2	place value to 1000	place_value_2	Place Value to 1000	2.1.1.1	2.NBT.A.1; 2.NBT.A.2; 2.NBT.A.3; 2.NBT.A.4	2.1.1.1; 2.1.1.2; 2.1.1.3	2.N.1.1; 2.N.1.2; 2.N.1.3	2.2A; 2.2B; 2.2C; 2.2D; 2.2E	DOK1	4	Skip count by 10s. Fill in the missing numbers: 40, 50, 60, ___, 80	70	Each time you add 10 more. What comes between 60 and 80?
2	Grade 2	place value to 1000	place_value_2	Place Value to 1000	2.1.1.1	2.NBT.A.1; 2.NBT.A.2; 2.NBT.A.3; 2.NBT.A.4	2.1.1.1; 2.1.1.2; 2.1.1.3	2.N.1.1; 2.N.1.2; 2.N.1.3	2.2A; 2.2B; 2.2C; 2.2D; 2.2E	DOK1	5	Use a number line or hundred chart. Count by 100s starting at 200: 200, 300, 400, ___	500	Jump by 100 each time on the number line.
